text_raw,text_clean,intent,category,emotion,emotion_score,confidence_label,source,language,multi_category,alt_category,created_at
mobile recharge done,mobile recharge done,bill_payment,electricity,casual,0.31,0.83,manual,english,False,,2024-05-04
paid house rent,paid house rent,bill_payment,mobile_bill,happy,0.7,0.87,sms,english,False,,2024-06-30
app premium plan,app premium plan,subscription,subscription,anxiety,-0.65,0.98,sms,english,False,,2025-05-13
ola cab to office,ola cab to office,commute,fuel,casual,0.17,0.96,manual,hinglish,False,,2024-10-14
food delivery after work,food delivery after work,food_order,dining,impulsive,-0.26,0.83,sms,hinglish,False,,2024-06-26
movie night,movie night,entertainment,entertainment,care,0.33,0.92,sms,english,False,,2025-03-13
electricity bill paid,electricity bill paid,bill_payment,rent,care,0.45,0.91,sms,english,False,,2025-01-09
book purchase,book purchase,education,education,stress,-0.45,0.89,sms,english,False,,2025-01-04
dog grooming,dog grooming,pet_care,pet_supplies,casual,0.34,0.89,sms,english,False,,2024-07-12
bike repair + fuel,bike repair + fuel,vehicle_maintenance,fuel,care,0.35,0.97,manual,hinglish,False,,2024-09-29
bike repair + fuel,bike repair + fuel,vehicle_maintenance,vehicle_repair,neutral,0.1,0.95,manual,hinglish,False,,2024-12-14
internet bill cleared,internet bill cleared,bill_payment,mobile_bill,happy,0.56,0.92,sms,english,False,,2024-06-15
app premium plan,app premium plan,subscription,subscription,happy,0.72,0.85,sms,hinglish,False,,2025-04-18
exam registration,exam registration,education,education,care,0.34,0.89,sms,english,False,,2025-01-19
vet consultation,vet consultation,pet_care,medical,neutral,0.08,0.87,manual,english,False,,2025-04-02
health checkup,health checkup,health,medical,care,0.36,0.94,sms,english,False,,2024-10-11
junk food again 😐,junk food again,food_order,groceries,anxiety,-0.79,0.89,sms,hinglish,False,,2025-04-19
pet food and vet visit,pet food and vet visit,pet_care,medical,impulsive,-0.38,0.88,sms,english,False,,2024-02-03
vehicle servicing expense,vehicle servicing expense,vehicle_maintenance,fuel,regret,-0.52,0.87,manual,english,False,,2025-03-18
app premium plan,app premium plan,subscription,subscription,anxiety,-0.84,0.9,manual,english,False,,2024-01-02
vet consultation,vet consultation,pet_care,pet_supplies,impulsive,-0.31,0.88,manual,english,False,,2024-02-03
cat food purchase,cat food purchase,pet_care,pet_supplies,care,0.27,0.99,manual,english,False,,2025-04-09
learning platform subscription,learning platform subscription,education,education,impulsive,-0.38,0.85,sms,hinglish,False,,2024-02-20
swiggy dinner order,swiggy dinner order,food_order,groceries,care,0.36,0.93,manual,english,False,,2024-08-13
cloud storage plan,cloud storage plan,subscription,subscription,impulsive,-0.45,0.93,sms,english,False,,2025-03-28
dog grooming,dog grooming,pet_care,medical,happy,0.71,0.83,sms,hinglish,False,,2025-02-24
book purchase,book purchase,education,education,regret,-0.55,0.94,sms,english,False,,2025-03-29
dog grooming,dog grooming,pet_care,pet_supplies,happy,0.67,0.96,sms,hinglish,False,,2024-07-01
bought clothes online,bought clothes online,shopping,shopping,care,0.43,0.88,manual,hinglish,False,,2024-06-06
mobile recharge done,mobile recharge done,bill_payment,mobile_bill,stress,-0.58,0.94,sms,english,False,,2024-01-29
clinic consultation,clinic consultation,health,medical,happy,0.59,0.96,manual,english,False,,2024-05-19
food delivery after work,food delivery after work,food_order,groceries,impulsive,-0.34,0.95,sms,hinglish,False,,2025-04-05
exam registration,exam registration,education,education,casual,0.22,0.91,manual,english,False,,2024-12-28
engine oil change,engine oil change,vehicle_maintenance,fuel,anxiety,-0.71,0.96,sms,english,True,vehicle_repair,2024-12-31
vet consultation,vet consultation,pet_care,medical,impulsive,-0.44,0.92,sms,hinglish,True,pet_supplies,2024-08-01
bike repair + fuel,bike repair + fuel,vehicle_maintenance,vehicle_repair,happy,0.64,0.84,sms,hinglish,False,,2024-01-03
clinic consultation,clinic consultation,health,medical,casual,0.29,0.87,sms,hinglish,False,,2025-05-10
engine oil change,engine oil change,vehicle_maintenance,fuel,care,0.28,0.96,sms,hinglish,False,,2025-03-06
health checkup,health checkup,health,medical,impulsive,-0.32,0.9,sms,english,False,,2024-10-14
learning platform subscription,learning platform subscription,education,education,casual,0.24,0.9,sms,english,False,,2024-03-27
ola cab to office,ola cab to office,commute,fuel,neutral,-0.01,0.97,manual,english,False,,2024-06-04
ola cab to office,ola cab to office,commute,fuel,stress,-0.54,0.92,manual,hinglish,False,,2025-03-30
cat food purchase,cat food purchase,pet_care,medical,stress,-0.6,0.99,manual,english,False,,2024-08-04
pet food and vet visit,pet food and vet visit,pet_care,medical,regret,-0.68,0.92,manual,english,False,,2024-06-18
car service today,car service today,vehicle_maintenance,vehicle_repair,casual,0.3,0.99,manual,hinglish,False,,2024-02-09
impulse shopping again 😐,impulse shopping again,shopping,shopping,happy,0.74,0.85,sms,english,False,,2025-01-26
dog grooming,dog grooming,pet_care,medical,casual,0.29,0.94,manual,hinglish,False,,2025-02-23
exam registration,exam registration,education,education,anxiety,-0.72,0.93,sms,hinglish,False,,2024-05-20
weekend outing,weekend outing,entertainment,entertainment,stress,-0.5,0.91,manual,english,False,,2024-11-14
dog grooming,dog grooming,pet_care,medical,happy,0.61,0.87,sms,hinglish,False,,2024-08-13
internet bill cleared,internet bill cleared,bill_payment,electricity,care,0.39,0.88,manual,english,False,,2024-11-12
app premium plan,app premium plan,subscription,subscription,stress,-0.61,0.87,sms,english,False,,2025-01-03
internet bill cleared,internet bill cleared,bill_payment,mobile_bill,casual,0.32,0.86,manual,hinglish,False,,2024-04-11
doctor visit,doctor visit,health,medical,happy,0.62,0.95,manual,english,False,,2024-01-20
shopping mall visit,shopping mall visit,shopping,shopping,neutral,0.1,0.91,sms,english,False,,2024-10-16
swiggy dinner order,swiggy dinner order,food_order,groceries,regret,-0.65,0.83,sms,english,False,,2025-01-16
netflix renewal,netflix renewal,subscription,subscription,anxiety,-0.76,0.95,manual,hinglish,False,,2024-05-14
gaming subscription,gaming subscription,entertainment,entertainment,impulsive,-0.43,0.84,sms,hinglish,False,,2024-04-23
netflix renewal,netflix renewal,subscription,subscription,casual,0.27,0.85,manual,hinglish,False,,2024-11-29
car service today,car service today,vehicle_maintenance,fuel,happy,0.59,0.96,sms,hinglish,False,,2024-01-28
concert ticket,concert ticket,entertainment,entertainment,happy,0.69,0.9,manual,english,False,,2025-01-27
exam registration,exam registration,education,education,impulsive,-0.3,0.98,manual,english,False,,2025-04-07
engine oil change,engine oil change,vehicle_maintenance,fuel,stress,-0.49,0.83,manual,hinglish,False,,2024-11-22
shopping mall visit,shopping mall visit,shopping,shopping,care,0.31,0.96,manual,english,False,,2024-08-15
vehicle servicing expense,vehicle servicing expense,vehicle_maintenance,vehicle_repair,casual,0.17,0.95,sms,hinglish,False,,2025-02-27
vehicle servicing expense,vehicle servicing expense,vehicle_maintenance,vehicle_repair,happy,0.59,0.87,sms,english,False,,2024-05-09
car service today,car service today,vehicle_maintenance,vehicle_repair,regret,-0.55,0.91,manual,hinglish,False,,2024-08-02
concert ticket,concert ticket,entertainment,entertainment,anxiety,-0.72,0.84,sms,hinglish,False,,2024-11-17
medicines bought,medicines bought,health,medical,casual,0.31,0.9,manual,english,False,,2025-04-04
movie night,movie night,entertainment,entertainment,regret,-0.65,0.89,manual,hinglish,False,,2025-03-03
swiggy dinner order,swiggy dinner order,food_order,groceries,impulsive,-0.3,0.99,sms,hinglish,False,,2024-07-17
bike repair + fuel,bike repair + fuel,vehicle_maintenance,fuel,casual,0.17,0.87,manual,english,False,,2024-03-25
learning platform subscription,learning platform subscription,education,education,regret,-0.68,0.9,sms,english,False,,2025-01-19
clinic consultation,clinic consultation,health,medical,happy,0.66,0.9,manual,hinglish,False,,2024-06-13
online course fee,online course fee,education,education,neutral,-0.05,0.95,manual,hinglish,False,,2025-02-21
concert ticket,concert ticket,entertainment,entertainment,neutral,0.03,0.93,sms,hinglish,False,,2024-11-02
gaming subscription,gaming subscription,entertainment,entertainment,happy,0.69,0.91,sms,hinglish,False,,2024-01-22
vet consultation,vet consultation,pet_care,pet_supplies,care,0.35,0.98,sms,hinglish,False,,2024-06-18
food delivery after work,food delivery after work,food_order,dining,care,0.38,0.86,sms,english,False,,2024-10-18
spotify subscription,spotify subscription,subscription,subscription,regret,-0.61,0.83,manual,hinglish,False,,2024-05-27
bought clothes online,bought clothes online,shopping,shopping,casual,0.31,0.97,manual,english,False,,2025-01-29
paid house rent,paid house rent,bill_payment,rent,regret,-0.56,0.92,sms,hinglish,False,,2025-05-10
doctor visit,doctor visit,health,medical,neutral,0.02,0.93,sms,hinglish,False,,2024-07-15
engine oil change,engine oil change,vehicle_maintenance,vehicle_repair,stress,-0.62,0.96,sms,english,False,,2024-01-30
shopping mall visit,shopping mall visit,shopping,shopping,impulsive,-0.26,0.97,sms,english,False,,2024-12-29
ordered food again 😩,ordered food again,food_order,groceries,impulsive,-0.3,0.93,manual,english,False,,2025-05-15
took rapido bike,took rapido bike,commute,fuel,neutral,-0.03,0.95,sms,english,False,,2024-05-25
vehicle servicing expense,vehicle servicing expense,vehicle_maintenance,fuel,stress,-0.53,0.87,sms,hinglish,False,,2024-12-14
movie night,movie night,entertainment,entertainment,anxiety,-0.84,0.92,manual,english,False,,2025-02-19
health checkup,health checkup,health,medical,impulsive,-0.44,0.88,sms,hinglish,False,,2024-05-12
metro recharge,metro recharge,commute,fuel,happy,0.66,0.99,sms,english,False,,2024-06-01
netflix renewal,netflix renewal,subscription,subscription,anxiety,-0.76,0.96,sms,hinglish,False,,2024-12-04
bought clothes online,bought clothes online,shopping,shopping,happy,0.74,0.9,manual,english,False,,2024-11-05
weekend outing,weekend outing,entertainment,entertainment,neutral,-0.01,0.95,manual,english,False,,2024-02-01
pet food and vet visit,pet food and vet visit,pet_care,pet_supplies,stress,-0.63,0.99,manual,hinglish,False,,2024-05-31
swiggy dinner order,swiggy dinner order,food_order,dining,neutral,-0.01,0.83,manual,english,False,,2024-02-10
cat food purchase,cat food purchase,pet_care,pet_supplies,care,0.31,0.95,sms,english,False,,2024-09-20
doctor visit,doctor visit,health,medical,impulsive,-0.38,0.88,sms,hinglish,False,,2024-12-06
pet food and vet visit,pet food and vet visit,pet_care,medical,impulsive,-0.42,0.91,manual,hinglish,False,,2024-07-19
metro recharge,metro recharge,commute,fuel,anxiety,-0.77,0.95,sms,english,False,,2024-03-09
ate outside today,ate outside today,food_order,groceries,regret,-0.59,0.93,manual,hinglish,False,,2024-09-10
unplanned purchase,unplanned purchase,shopping,shopping,regret,-0.51,0.88,manual,hinglish,False,,2024-06-10
bike repair + fuel,bike repair + fuel,vehicle_maintenance,fuel,happy,0.74,0.97,sms,hinglish,False,,2024-09-25
car service today,car service today,vehicle_maintenance,vehicle_repair,neutral,0.02,0.83,sms,hinglish,True,fuel,2024-08-25
swiggy dinner order,swiggy dinner order,food_order,groceries,neutral,0.14,0.86,manual,english,False,,2025-02-18
health checkup,health checkup,health,medical,stress,-0.46,0.84,manual,hinglish,False,,2024-11-30
electricity bill paid,electricity bill paid,bill_payment,electricity,casual,0.22,0.98,manual,hinglish,False,,2024-08-09
engine oil change,engine oil change,vehicle_maintenance,fuel,impulsive,-0.37,0.97,manual,hinglish,False,,2024-05-10
internet bill cleared,internet bill cleared,bill_payment,rent,impulsive,-0.31,0.95,manual,hinglish,False,,2024-06-30
bike repair + fuel,bike repair + fuel,vehicle_maintenance,fuel,casual,0.23,0.87,manual,hinglish,False,,2024-01-25
medicines bought,medicines bought,health,medical,neutral,0.08,0.89,manual,hinglish,False,,2025-05-08
spotify subscription,spotify subscription,subscription,subscription,happy,0.75,0.87,sms,hinglish,False,,2024-10-16
cloud storage plan,cloud storage plan,subscription,subscription,regret,-0.55,0.94,manual,hinglish,False,,2025-03-31
learning platform subscription,learning platform subscription,education,education,stress,-0.58,0.87,sms,english,False,,2025-03-04
medicines bought,medicines bought,health,medical,happy,0.61,0.93,sms,hinglish,False,,2024-06-17
took rapido bike,took rapido bike,commute,cab,care,0.44,0.93,sms,hinglish,False,,2025-04-25
weekend outing,weekend outing,entertainment,entertainment,care,0.31,0.96,manual,hinglish,False,,2024-08-23
learning platform subscription,learning platform subscription,education,education,anxiety,-0.8,0.86,manual,hinglish,False,,2024-04-10
online course fee,online course fee,education,education,anxiety,-0.77,0.96,manual,english,False,,2025-03-03
ola cab to office,ola cab to office,commute,cab,stress,-0.62,0.84,manual,hinglish,False,,2025-01-04
took rapido bike,took rapido bike,commute,fuel,care,0.25,0.91,sms,english,False,,2024-05-31
swiggy dinner order,swiggy dinner order,food_order,dining,casual,0.16,0.86,sms,english,False,,2024-04-05
cloud storage plan,cloud storage plan,subscription,subscription,regret,-0.68,0.87,manual,english,False,,2024-08-25
concert ticket,concert ticket,entertainment,entertainment,care,0.39,0.92,sms,english,False,,2024-04-08
ola cab to office,ola cab to office,commute,fuel,impulsive,-0.34,0.9,manual,hinglish,False,,2024-11-08
clinic consultation,clinic consultation,health,medical,care,0.43,0.88,manual,english,False,,2024-11-17
ola cab to office,ola cab to office,commute,cab,neutral,0.11,0.89,manual,english,False,,2024-12-30
weekend outing,weekend outing,entertainment,entertainment,neutral,-0.01,0.86,sms,english,False,,2024-01-19
pet food and vet visit,pet food and vet visit,pet_care,pet_supplies,casual,0.26,0.83,manual,hinglish,False,,2024-05-30
electricity bill paid,electricity bill paid,bill_payment,rent,neutral,-0.03,0.88,sms,english,False,,2025-04-04
vehicle servicing expense,vehicle servicing expense,vehicle_maintenance,vehicle_repair,happy,0.64,0.93,manual,english,False,,2025-05-14
paid house rent,paid house rent,bill_payment,rent,casual,0.3,0.89,sms,hinglish,False,,2024-12-27
auto ride home,auto ride home,commute,fuel,impulsive,-0.37,0.86,manual,english,False,,2024-05-18
pet food and vet visit,pet food and vet visit,pet_care,pet_supplies,impulsive,-0.42,0.84,manual,hinglish,False,,2024-12-08
unplanned purchase,unplanned purchase,shopping,shopping,impulsive,-0.43,0.87,manual,english,False,,2025-03-21
concert ticket,concert ticket,entertainment,entertainment,regret,-0.52,0.86,manual,english,False,,2024-02-26
late night food craving,late night food craving,food_order,dining,care,0.27,0.99,sms,hinglish,False,,2025-03-29
health checkup,health checkup,health,medical,impulsive,-0.39,0.85,manual,english,False,,2025-02-16
swiggy dinner order,swiggy dinner order,food_order,groceries,impulsive,-0.41,0.91,sms,english,False,,2025-05-05
netflix renewal,netflix renewal,subscription,subscription,happy,0.6,0.98,sms,english,False,,2024-03-18
